g_id,name,rating_num,closed,y,x,g_in_fs_yn,fs_name,fs_id,g_in_bl_yn,bl_name,bl_sic,bl_id,g_in_lq_yn,lq_name,lq_id,g_in_dc_yn,dc_id,g_in_pk_yn,pk_id,address,phone,rating,website,google_url,type,type_all,zip_code
ChIJdwjWPfgE9YgReHA-SIkayzQ,The Pig and The Pearl,4,-1,33.79337,-84.39771,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1380 Atlantic Drive Northwest, Atlanta, GA 30363, United States",(404) 541-0930,NA,http://www.thepigandthepearl.com/,https://plus.google.com/100971948194351894128/about?hl=en,restaurant,"restaurant,bar,food,establishment",30363
ChIJZfjW-4IG9YgR7xQzOQiIPm0,Rosebud,43,-1,33.792464,-84.352076,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1397 North Highland Avenue Northeast, Atlanta, GA 30306, United States",(404) 347-9747,4.1,http://www.rosebudatlanta.com/,https://plus.google.com/108356455264356712882/about?hl=en,restaurant,"restaurant,bar,food,establishment",30306
ChIJLR8l8YIG9YgR0yzHNBwqWoI,The Family Dog,13,-1,33.79268,-84.352453,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1402 North Highland Avenue Northeast, Atlanta, GA 30306, United States",(404) 249-0180,3.9,http://www.thefamilydogatlanta.com/,https://plus.google.com/118223816282746757800/about?hl=en,bar,"bar,restaurant,food,establishment",30306
ChIJG6JGsTYE9YgROt24TE8sLYo,Burkhart's,41,-1,33.795967,-84.371024,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1492 Piedmont Avenue Northeast, Atlanta, GA 30309, United States",(404) 872-4403,4.3,http://www.burkharts.com/,https://plus.google.com/104371054131046677208/about?hl=en,night_club,"night_club,bar,restaurant,food,establishment",30309
ChIJMSSP4jME9YgRECG-8eFW55g,Hobnob Neighborhood Tavern,28,-1,33.796719,-84.368996,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1551 Piedmont Avenue Northeast, Atlanta, GA 30324, United States",(404) 968-2288,3.4,http://www.hobnobatlanta.com/,https://plus.google.com/111693030603679464492/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJbzogsTYE9YgRb2SaBuoAm88,Felix's,2,-1,33.796558,-84.370912,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1510 Piedmont Avenue Northeast, Atlanta, GA 30324, United States",(404) 249-7899,NA,http://felixsatlanta.com/,https://plus.google.com/110047703763192394309/about?hl=en,bar,"bar,establishment",30324
ChIJ38GytzYE9YgRPWk5DZO7-yE,Oscar's Bar,7,-1,33.796657,-84.371016,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1510 Piedmont Avenue Northeast, Atlanta, GA 30309, United States",(404) 815-8841,3.9,http://www.oscarsatlanta.com/,https://plus.google.com/112254820812620841133/about?hl=en,bar,"bar,art_gallery,establishment",30309
ChIJS-qlvDYE9YgR-9Ej-U2hkXw,"Mixx Atlanta, Upscale Lounge Video & Dance, Smoke-Free, Gay Bar Atlanta",0,-1,33.795966,-84.370778,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1492 Piedmont Avenue Northeast, Atlanta, GA 30309, United States",(404) 228-4372,NA,http://www.mixxatlanta.com/,https://plus.google.com/108149988810174604000/about?hl=en,night_club,"night_club,bar,establishment",30309
ChIJ1SlUUTEE9YgRj_XhF32xoto,Top Spice,32,-1,33.795666,-84.368898,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1529 Piedmont Avenue Northeast, Atlanta, GA 30324, United States",(404) 685-9333,4.1,http://www.topspiceansleypark.com/,https://plus.google.com/103764888804855738622/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJOUo3SOcE9YgRU4o-POsMMJU,Flip Burger Boutique,235,-1,33.798378,-84.41581,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1587 Howell Mill Road Northwest, Atlanta, GA 30318, United States",(404) 352-3547,4.2,http://www.flipburgerboutique.com/,https://plus.google.com/113481287520100509040/about?hl=en,store,"store,bar,restaurant,food,establishment",30318
ChIJ35fwYTQE9YgR9jyKoKov0sw,Bantam + Biddy,25,-1,33.79783,-84.371379,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1544 Piedmont Avenue Northeast #301, Atlanta, GA 30324, United States",(404) 907-3469,3.6,http://bantamandbiddy.com/,https://plus.google.com/102700457626366011387/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJbYW4rDYE9YgRXUKTG-Wd2cM,The Hideaway Atlanta,6,-1,33.797908,-84.371684,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1544 Piedmont Avenue Northeast, Atlanta, GA 30324, United States",(404) 874-8247,4.2,http://www.atlantahideaway.com/,https://plus.google.com/113701188688893190785/about?hl=en,night_club,"night_club,bar,establishment",30324
ChIJH7makjME9YgR5kTZxR5lc7c,Steven and Sally - Bartender and Event Service,10,-1,33.798122,-84.369283,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"Atlanta, GA, United States",(770) 771-4285,4.9,NA,https://plus.google.com/113671599395840216557/about?hl=en,store,"store,bar,food,lodging,establishment",GA
ChIJAXyO6TME9YgRsyC69QK5W38,Smith's Olde Bar,63,-1,33.797612,-84.368852,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1578 Piedmont Avenue Northeast, Atlanta, GA 30324, United States",(404) 875-1522,3.9,http://www.smithsoldebar.com/,https://plus.google.com/104651466151914484684/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJGTcLpTME9YgRMBKDN3i4oHU,Atmosphere,24,-1,33.798839,-84.368405,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1620 Piedmont Avenue Northeast, Atlanta, GA 30324, United States",(678) 702-1620,4,http://www.atmospherebistro.com/,https://plus.google.com/110918092998322435071/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJa0SeIN8E9YgRXKAud9rN6Sc,Hookah Kingdom,4,-1,33.802202,-84.421268,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1745 Defoor Place Northwest, Atlanta, GA 30318, United States",(404) 355-7518,NA,NA,https://plus.google.com/103692349991141166914/about?hl=en,night_club,"night_club,bar,establishment",30318
ChIJFY5uVd4E9YgROLQc8G-7h_8,The Defoor Cafe & Bar,0,-1,33.801481,-84.420099,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1710 Defoor Avenue Northwest, Atlanta, GA 30318, United States",(404) 591-3888,NA,http://www.defoorcentre.com/,https://plus.google.com/106191994715014067009/about?hl=en,bar,"bar,establishment",30318
ChIJa6AbZuUE9YgRrMFF5vx6vjM,Dreams Gentlemen's Club,8,-1,33.801781,-84.407107,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1715 Northside Drive Northwest, Atlanta, GA 30318, United States",(404) 355-6787,3.8,http://www.diamondclubatlanta.com/,https://plus.google.com/106342012759050776810/about?hl=en,bar,"bar,establishment",30318
ChIJYTKu21QE9YgRQ-VmaHAD45k,Mellow Mushroom,25,-1,33.802291,-84.393123,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1770 Peachtree Street Northeast, Atlanta, GA 30309, United States",(404) 687-4766,4.2,http://mellowmushroom.com/,https://plus.google.com/104408032942826672691/about?hl=en,bar,"bar,restaurant,food,establishment",30309
ChIJcZxv7uEE9YgRlKGVoutVrGo,Central City Bar&Grill,0,-1,33.803155,-84.41279,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"Howell Mill Road Northwest, Atlanta, GA 30318, United States",NA,NA,NA,https://plus.google.com/109869539240203369709/about?hl=en,bar,"bar,establishment",30318
ChIJ_w1836oF9YgR_T-fYCGC8mc,Sufi's Kitchen,22,-1,33.804449,-84.393837,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1814 Peachtree Street Northwest, Atlanta, GA 30309, United States",(404) 888-9699,4.3,http://www.sufisatlanta.com/,https://plus.google.com/110117392813575546333/about?hl=en,bar,"bar,restaurant,food,establishment",30309
ChIJA6cFG6sF9YgRdyRL2yRtR4A,Lusca,4,-1,33.805176,-84.39342,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1829 Peachtree Road Northeast, 1829 Palisades Road Northeast, Atlanta, GA 30309, United States",(678) 705-1486,NA,http://luscaatl.com/,https://plus.google.com/113040342656183906350/about?hl=en,bar,"bar,restaurant,food,establishment",30309
ChIJQ_q5wVQE9YgROKH-O3mRxlU,Cafe M Rouge,3,-1,33.805303,-84.393377,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1845 Peachtree Street Northeast, Atlanta, GA 30309, United States",(404) 600-8983,NA,http://www.cafemrouge.com/,https://plus.google.com/113867756101547014787/about?hl=en,bar,"bar,restaurant,food,establishment",30309
ChIJ_ypiix4F9YgRTVaO3QXzpxg,Willy's Mexicana Grill,15,-1,33.807336,-84.413166,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1920 Howell Mill Road Northwest, Atlanta, GA 30318, United States",(404) 351-8883,4.3,http://www.willys.com/,https://plus.google.com/116784486075378796349/about?hl=en,bar,"bar,restaurant,food,establishment",30318
ChIJN3bFyqsF9YgReu6wcQEXgA8,Black Bear Tavern,15,-1,33.807506,-84.393445,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1931 Peachtree Road, Atlanta, GA 30309, United States",(404) 355-9089,3.9,http://www.blackbeartavern.net/,https://plus.google.com/105896294830962088883/about?hl=en,bar,"bar,establishment",30309
ChIJRYOr-KoF9YgR573mPNFrxnY,Ted's Montana Grill,26,-1,33.806209,-84.394371,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1874 Peachtree Road Northwest, Atlanta, GA 30309, United States",(404) 355-3897,4.7,http://www.tedsmontanagrill.com/,https://plus.google.com/112310819933458951559/about?hl=en,bar,"bar,restaurant,food,establishment",30309
ChIJGzwets0F9YgR6sKlxrHmLVc,Grindhouse Killer Burgers,71,-1,33.806125,-84.36741,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1842 Piedmont Avenue Northeast, Atlanta, GA 30324, United States",(404) 254-2273,4.4,http://www.grindhouseburgers.com/,https://plus.google.com/108512284260969558275/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJwyVMcM4F9YgRv0sdqwNbPgg,The Anchor Bar & Tattoo Studio,17,-1,33.807996,-84.366333,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1878 Piedmont Avenue Northeast, Atlanta, GA 30324, United States",(404) 892-6868,4.7,http://www.anchordownatl.com/,https://plus.google.com/105079194505082897931/about?hl=en,bar,"bar,store,night_club,establishment",30324
ChIJQ5DCZSsF9YgR5oiCVMJvP64,Nuevo Laredo Cantina,138,-1,33.809501,-84.43676,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1495 Chattahoochee Avenue Northwest, Atlanta, GA 30318, United States",(404) 352-9009,4.1,http://www.nuevolaredocantina.com/home.php,https://plus.google.com/110621442998671778408/about?hl=en,bar,"bar,restaurant,food,establishment",30318
ChIJJWcS1hgF9YgRjcQVsENStP0,Chipotle Mexican Grill,22,-1,33.810185,-84.413078,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2020 Howell Mill Road Northwest #39, Atlanta, GA 30318, United States",(404) 937-5296,2.4,http://www.chipotle.com/,https://plus.google.com/114819456810308248146/about?hl=en,bar,"bar,restaurant,food,establishment",30318
ChIJm5gCpB4F9YgRhAtkmjc0TK0,Mr CS Bar & Grill,11,-1,33.808681,-84.412569,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1983 Howell Mill Road Northwest, Atlanta, GA 30318, United States",(404) 605-0888,3.7,NA,https://plus.google.com/105138067792025521157/about?hl=en,bar,"bar,restaurant,food,establishment",30318
ChIJMYxYox4F9YgRYGJH05fmKkw,Nicky Joes,0,-1,33.808683,-84.412402,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1983 Howell Mill Road Northwest, Atlanta, GA 30318, United States",(404) 605-0888,NA,NA,https://plus.google.com/112110738371136176671/about?hl=en,bar,"bar,establishment",30318
ChIJK_An47MF9YgRbWKKF680tH4,SweetWater Brewing Company,101,-1,33.808428,-84.380653,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"195 Ottley Drive Northeast, Atlanta, GA 30324, United States",(404) 691-2537,4.4,http://www.sweetwaterbrew.com/,https://plus.google.com/115340875009443721173/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJA3fh_M4F9YgR1Q5eiwGT82E,Room Service Lounge,17,-1,33.810401,-84.367524,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1937 Piedmont Circle Northeast, Atlanta, GA 30324, United States",(404) 249-7775,3.6,http://www.roomservicelounge.com/,https://plus.google.com/105738953794265104421/about?hl=en,night_club,"night_club,bar,establishment",30324
ChIJH9BW-M4F9YgRkXcsLP86L1c,"Tripp's Bar, Atlanta's Party Place, A Great Neighborhood Gay Bar",1,-1,33.810002,-84.367333,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1931 Piedmont Circle Northeast, Atlanta, GA 30324, United States",(404) 555-1212,NA,http://www.trippsatlanta.com/,https://plus.google.com/116172646378509965824/about?hl=en,bar,"bar,night_club,establishment",30324
ChIJ-__L-c4F9YgRhebjweSNfUk,Sugar Daddy's Lounge,0,-1,33.809694,-84.368242,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1936 Piedmont Circle Northeast, Atlanta, GA 30324, United States",(404) 874-5703,NA,NA,https://plus.google.com/117623905188600753574/about?hl=en,bar,"bar,establishment",30324
ChIJl8XE4dEF9YgRjKG4beSSnwg,Nakato Japanese Restaurant,65,-1,33.808686,-84.364676,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1776 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",(404) 873-6582,4.2,http://www.nakatorestaurant.com/,https://plus.google.com/104781962185912548420/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJcRnLu9EF9YgRoOz3AhbhaJE,Roxx Tavern,33,-1,33.809357,-84.363007,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1824 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",(404) 892-4541,4.7,NA,https://plus.google.com/112969501927671955731/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJ9w3g7NEF9YgR2KRQ73Uk2-0,Life Nightclub,0,-1,33.808315,-84.363523,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"30324, 1789 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",NA,NA,NA,https://plus.google.com/110783493758521508055/about?hl=en,night_club,"night_club,bar,establishment",30324
ChIJTS_MEc4F9YgR7hxfAsLLV6I,gino's new york pizza bar,16,-1,33.808286,-84.365527,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1740 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",(404) 874-4466,3.7,http://ginosnypizzashop.com/index.html,https://plus.google.com/117306668854526555557/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJuZoiGdEF9YgRSi2HQhIrkqs,The Colonnade Restaurant,52,-1,33.809298,-84.360987,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1879 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",(404) 874-5642,4,NA,https://plus.google.com/111773907050009207147/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJg80Or9EF9YgRTVJBAQRDrvk,Las Margaritas,31,-1,33.809458,-84.362358,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1842 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",(404) 873-4464,3.1,http://www.lasmargaritasmidtown.com/,https://plus.google.com/103600488323785321904/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJNRziKtEF9YgRl8-3Otc21DQ,Nino's Italian Restaurant - Nino's Cucina Italiana,18,-1,33.809943,-84.359637,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1931 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",(404) 874-6505,4,http://www.ninosatlanta.com/,https://plus.google.com/115447825260497039122/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJZ-A3HNcF9YgRiV5MMTROtg0,Alfredo's Italian Restaurant,39,-1,33.810508,-84.358083,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1989 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",(404) 876-1380,4.4,NA,https://plus.google.com/102297152341850357970/about?hl=en,restaurant,"restaurant,bar,food,establishment",30324
ChIJF0LkNyQF9YgRrFH8CV4kR5Y,Verde Taqueria,23,-1,33.811696,-84.424431,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1193 Collier Road Northwest, Atlanta, GA 30318, United States",(404) 963-5362,4.6,http://www.verdetacos.com/tacos,https://plus.google.com/118202084026671953648/about?hl=en,bar,"bar,restaurant,food,establishment",30318
ChIJF0LkNyQF9YgRhpwDMnqMOEo,Big Easy Grille,17,-1,33.811676,-84.424737,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1193 Collier Road Northwest, Atlanta, GA 30318, United States",(404) 352-2777,4,http://www.bigeasygrille.com/,https://plus.google.com/105471931880974654703/about?hl=en,bar,"bar,restaurant,food,establishment",30318
ChIJWWaTNCQF9YgR8p6Q_D4Svkw,The Porch,8,-1,33.811596,-84.425021,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1201 Collier Road Northwest, Atlanta, GA 30318, United States",(404) 351-7409,3.9,http://theporchatcollier.com/contact/,https://plus.google.com/115828223647856795980/about?hl=en,night_club,"night_club,bar,restaurant,food,establishment",30318
ChIJ65LUlqgF9YgRPUIHAKTm1eA,Houston's,49,-1,33.813473,-84.392765,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2166 Peachtree Road Northwest, Atlanta, GA 30309, United States",(404) 351-2442,4.2,http://www.hillstone.com/,https://plus.google.com/104566725921207548582/about?hl=en,bar,"bar,restaurant,food,establishment",30309
ChIJXSPl5qgF9YgR06nRp0wrBF4,Klass Restaurant and Lounge,57,-1,33.812063,-84.392604,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2110 Peachtree Road, Atlanta, GA 30309, United States",(470) 355-1839,3.8,NA,https://plus.google.com/105226147392013264053/about?hl=en,night_club,"night_club,bar,restaurant,food,establishment",30309
ChIJ0QW6lc8F9YgRsuq57xZkP80,Tattletale Lounge,12,-1,33.811859,-84.366371,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2075 Piedmont Road Northeast, Atlanta, GA 30324, United States",(404) 873-2294,3.4,http://www.tattletaleatlanta.com/,https://plus.google.com/100862767613911708337/about?hl=en,night_club,"night_club,bar,establishment",30324
ChIJEa3Lc9AF9YgRWytRiENGFYk,Here To Serve Restaurants,2,-1,33.812339,-84.363034,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2137 Manchester Street Northeast, Atlanta, GA 30324, United States",(404) 817-8190,NA,http://www.h2sr.com/,https://plus.google.com/105851620964195441709/about?hl=en,restaurant,"restaurant,bar,food,establishment",30324
ChIJ81Osj9cF9YgR1QYME9m3Y2Q,Doll House Inc,10,-1,33.81217,-84.356105,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2050 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",(404) 634-0666,3.7,http://dollhouseatl.com/,https://plus.google.com/100959331589407984420/about?hl=en,night_club,"night_club,bar,establishment",30324
ChIJLVdAWdcF9YgR0GII2OHJaOA,The Secret Room,0,-1,33.81309,-84.357555,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2115 Faulkner Road Northeast, Atlanta, GA 30324, United States",NA,NA,http://www.secretroom.net/,https://plus.google.com/103915738160162367018/about?hl=en,night_club,"night_club,bar,establishment",30324
ChIJveC6otcF9YgR-OahqKDLnhA,XION,0,-1,33.811266,-84.356227,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2043 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",NA,NA,https://facebook.com/profile.php?id=162659260451683,https://plus.google.com/100502038189701932914/about?hl=en,bar,"bar,establishment",30324
ChIJyS9B8HcG9YgRWyGJGjxtNyE,Taqueria Del Sol,52,-1,33.813337,-84.353488,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2165 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",(404) 321-1118,3.9,http://www.taqueriadelsol.com/,https://plus.google.com/103521142419662617886/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJN3StA9gF9YgRr05xg9IIYEo,Red Snapper Seafood Restaurant,8,-1,33.812676,-84.354839,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2100 Cheshire Bridge Road Northeast #3A, Atlanta, GA 30324, United States",(404) 634-8947,3.7,http://www.redsnapperatlanta.com/,https://plus.google.com/105915781119288349728/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJHfQbk9cF9YgRffpBbinNqZk,The Heretic Atlanta,13,-1,33.811561,-84.355333,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2069 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",(404) 325-3061,3.8,http://www.hereticatlanta.com/,https://plus.google.com/114637551175331802641/about?hl=en,bar,"bar,night_club,establishment",30324
ChIJ0TEnRNAF9YgRe1wCyqAlBgU,Buckhead Lounge,0,-1,33.8125,-84.355168,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2080 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",NA,NA,NA,https://plus.google.com/114230611835554019108/about?hl=en,night_club,"night_club,bar,establishment",30324
ChIJyWbyoqgF9YgRxr9MEst01ng,Varasano's Pizzeria,72,-1,33.81373,-84.391968,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2171 Peachtree Road Northwest, Atlanta, GA 30309, United States",(404) 352-8216,3.9,http://www.varasanos.com/,https://plus.google.com/101163028629969331096/about?hl=en,bar,"bar,restaurant,food,establishment",30309
ChIJ3ah6xKUF9YgR3Vw6bx3elhM,Holeman and Finch Public House,85,-1,33.815828,-84.39036,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2277 Peachtree Road Northwest, Atlanta, GA 30309, United States",(404) 948-1175,4.4,http://www.holeman-finch.com/,https://plus.google.com/104583188728187407627/about?hl=en,bar,"bar,restaurant,food,establishment",30309
ChIJ3ah6xKUF9YgR4HK0yHLnc9o,Restaurant Eugene,46,-1,33.816147,-84.390018,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2277 Peachtree Road Northwest, Atlanta, GA 30309, United States",(404) 355-0321,4.3,http://restauranteugene.com/,https://plus.google.com/117376911915836353601/about?hl=en,bar,"bar,restaurant,food,establishment",30309
ChIJx1KaDqYF9YgRe_Qwaxm5Bmc,Paula Michelle & Company,0,-1,33.814286,-84.391149,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2221 Peachtree Road, Atlanta, GA 30309, United States",(404) 643-5240,NA,NA,https://plus.google.com/118189864707842648710/about?hl=en,store,"store,bar,establishment",30309
ChIJxSrF0XcG9YgRchsLNbnk3LY,Taverna Plaka,38,-1,33.814901,-84.353589,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2196 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",(404) 636-2284,3.7,http://www.tavernaplakaatlanta.com/,https://plus.google.com/100618675815313576932/about?hl=en,bar,"bar,restaurant,food,establishment",30324
ChIJ2cmels0a9YgR4S4rP4pRM1o,Casa Sheabery,0,-1,33.817736,-84.441862,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"Atlanta, GA, United States",NA,NA,NA,https://plus.google.com/105862697917658940737/about?hl=en,night_club,"night_club,bar,establishment",GA
ChIJBYm1SqQF9YgRpMblJkb9nNA,Imperial Fez Restaurant,57,-1,33.816398,-84.389639,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2285 Peachtree Road Northwest, 102, Atlanta, GA 30309, United States",(404) 351-0870,3.5,http://www.imperialfez.com/,https://plus.google.com/114497325112871212650/about?hl=en,bar,"bar,restaurant,food,establishment",30309
ChIJTxE9taUF9YgR2ORcP2vy5ek,1Kept,17,-1,33.816766,-84.389592,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2293 Peachtree Road, Atlanta, GA 30305, United States",(404) 254-1973,4.8,http://1kept.com/,https://plus.google.com/100122881757583184989/about?hl=en,bar,"bar,restaurant,food,establishment",30305
ChIJoYVyzKUF9YgRnhrh-XJuIHU,Willy's Mexicana Grill,4,-1,33.816789,-84.390657,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2280 Peachtree Road Northwest, Atlanta, GA 30309, United States",(404) 351-4671,NA,http://www.willys.com/,https://plus.google.com/110656593306075110829/about?hl=en,bar,"bar,restaurant,food,establishment",30309
ChIJ44act6UF9YgRM7kYzzRJV4w,Euro Hookah Lounge,5,-1,33.81639,-84.389681,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2285 Peachtree Road Northeast, Atlanta, GA 30309, United States",(404) 355-2037,4,http://www.eurohookah.com/,https://plus.google.com/114433693240610750562/about?hl=en,food,"food,bar,establishment",30309
ChIJx2hqtaUF9YgRPDcLiSBCyEc,1KEPT Kitchen & Bar,6,-1,33.816867,-84.38947,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2293 Peachtree Road, Atlanta, GA 30312, United States",(404) 254-1973,4.2,http://www.1kept.com,https://plus.google.com/105556811484288924851/about?hl=en,bar,"bar,restaurant,food,establishment",30312
ChIJwfmQ77sF9YgRVn6DvUkQsZ0,Treehouse Restaurant and Pub,18,-1,33.818737,-84.381026,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"7 Kings Circle Northeast, Atlanta, GA 30305, United States",(404) 266-2732,3.9,http://treehouseatlanta.com/,https://plus.google.com/115467587474854376739/about?hl=en,bar,"bar,restaurant,food,establishment",30305
ChIJA97WkrsF9YgRJSnnLfbpfJw,Paul's Restaurant,15,-1,33.817982,-84.381238,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"10 Kings Circle Northeast, Atlanta, GA 30305, United States",(404) 231-4113,3.7,http://www.greatfoodinc.com/,https://plus.google.com/101515894441701323460/about?hl=en,bar,"bar,restaurant,food,establishment",30305
ChIJj0iEbXYG9YgRYNFQR_a0G3Y,Opus 1,3,-1,33.817443,-84.352706,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"1086 Alco Street Northeast, Atlanta, GA 30324, United States",(404) 634-6478,NA,NA,https://plus.google.com/104599000184481336702/about?hl=en,bar,"bar,establishment",30324
ChIJ_acVe3YG9YgR4Rf7WkLCO-o,Bliss Atlanta Gentlemen's Club,4,-1,33.817508,-84.352119,0,NF,0,0,NF,0,0,0,NF,0,0,NA,0,NA,"2284 Cheshire Bridge Road Northeast, Atlanta, GA 30324, United States",(404) 320-1924,NA,http://www.blissofatlanta.com/,https://plus.google.com/102662059119015896366/about?hl=en,night_club,"night_club,bar,establishment",30324
